Source,quantile,value,Data,Genes
Beef,0.75,0.20271218573251026,Full,Random_13
Beef,0.975,0.24641938128795707,Full,Random_13
Poultry,0.025,0.738800936605441,Full,Random_13
Poultry,0.25,0.7811035048531514,Full,Random_13
Poultry,0.5,0.8027570209654693,Full,Random_13
Poultry,0.75,0.8265886592213538,Full,Random_13
Poultry,0.975,0.876617138308656,Full,Random_13
Sheep,0.025,7.475922821453694e-4,Full,Random_13
Sheep,0.25,0.005799373149422351,Full,Random_13
Sheep,0.5,0.012853692405796644,Full,Random_13
Sheep,0.75,0.024917454954395762,Full,Random_13
Sheep,0.975,0.0597935141752632,Full,Random_13
Beef,0.025,0.12418793324888991,Full,Random_14
Beef,0.25,0.19242259040285128,Full,Random_14
Beef,0.5,0.21959692729538355,Full,Random_14
Beef,0.75,0.24735351159860358,Full,Random_14
Beef,0.975,0.2989095638861847,Full,Random_14
Poultry,0.025,0.6838441104273272,Full,Random_14
Poultry,0.25,0.7319565483087471,Full,Random_14
Poultry,0.5,0.7574659321799528,Full,Random_14
Poultry,0.75,0.782980992478336,Full,Random_14
Poultry,0.975,0.8457960164428553,Full,Random_14
Sheep,0.025,0.0012236936734951115,Full,Random_14
Sheep,0.25,0.00803663304308978,Full,Random_14
Sheep,0.5,0.0175825194144952,Full,Random_14
Sheep,0.75,0.03298212856931898,Full,Random_14
Sheep,0.975,0.07367567838906686,Full,Random_14
Beef,0.025,0.13805457882035616,Full,Random_15
Beef,0.25,0.1898538854635045,Full,Random_15
Beef,0.5,0.21500567235119367,Full,Random_15
Beef,0.75,0.23854227982632656,Full,Random_15
Beef,0.975,0.2814794787756177,Full,Random_15
Poultry,0.025,0.7098569693013338,Full,Random_15
Poultry,0.25,0.7500008752654581,Full,Random_15
Poultry,0.5,0.7726920254888612,Full,Random_15
Poultry,0.75,0.7973513817871124,Full,Random_15
Poultry,0.975,0.845039515827754,Full,Random_15
Sheep,0.025,6.171764670689652e-4,Full,Random_15
Sheep,0.25,0.004028688952039774,Full,Random_15
Sheep,0.5,0.008895363535526977,Full,Random_15
Sheep,0.75,0.01728721625428485,Full,Random_15
Sheep,0.975,0.04319065946979872,Full,Random_15
Beef,0.025,0.10319911513740511,Full,Random_16
Beef,0.25,0.15142550639684915,Full,Random_16
Beef,0.5,0.17626457801668471,Full,Random_16
Beef,0.75,0.2009405123309044,Full,Random_16
Beef,0.975,0.2484882173445375,Full,Random_16
Poultry,0.025,0.7422941408478696,Full,Random_16
Poultry,0.25,0.7888996522766002,Full,Random_16
Poultry,0.5,0.812976334003114,Full,Random_16
Poultry,0.75,0.8373611943826869,Full,Random_16
Poultry,0.975,0.8860977159025037,Full,Random_16
Sheep,0.025,5.875201823525484e-4,Full,Random_16
Sheep,0.25,0.003536551265203129,Full,Random_16
Sheep,0.5,0.007621081484591218,Full,Random_16
Sheep,0.75,0.014544009757649221,Full,Random_16
Sheep,0.975,0.03618677661001932,Full,Random_16
Beef,0.025,0.15467789001815624,Full,Random_17
Beef,0.25,0.20999606470846985,Full,Random_17
Beef,0.5,0.2354001492707343,Full,Random_17
Beef,0.75,0.2595124728942893,Full,Random_17
Beef,0.975,0.304294659344925,Full,Random_17
Poultry,0.025,0.6816588824678,Full,Random_17
Poultry,0.25,0.7255637924554762,Full,Random_17
Poultry,0.5,0.7484558668293131,Full,Random_17
Poultry,0.75,0.7721067435369857,Full,Random_17
Poultry,0.975,0.822028765851549,Full,Random_17
Sheep,0.025,9.416321579325781e-4,Full,Random_17
Sheep,0.25,0.0060169990504514,Full,Random_17
Sheep,0.5,0.012202212936633407,Full,Random_17
Sheep,0.75,0.023005449673978273,Full,Random_17
Sheep,0.975,0.058809279698867026,Full,Random_17
Beef,0.025,0.10282244040535067,Full,Random_18
Beef,0.25,0.15903617586101407,Full,Random_18
Beef,0.5,0.18479175987916863,Full,Random_18
Beef,0.75,0.20920476793884119,Full,Random_18
Beef,0.975,0.25174190487156695,Full,Random_18
Poultry,0.025,0.7357272598485147,Full,Random_18
Poultry,0.25,0.778490572080393,Full,Random_18
Poultry,0.5,0.8024561378961351,Full,Random_18
Poultry,0.75,0.8285033434687954,Full,Random_18
Poultry,0.975,0.881772928886011,Full,Random_18
Sheep,0.025,6.285288787702686e-4,Full,Random_18
Sheep,0.25,0.004172889489154311,Full,Random_18
Sheep,0.5,0.009152953874014675,Full,Random_18
Sheep,0.75,0.017578016991717547,Full,Random_18
Sheep,0.975,0.04647765237845743,Full,Random_18
Beef,0.025,0.08120090387586931,Full,Random_19
Beef,0.25,0.1329163142508662,Full,Random_19
Beef,0.5,0.1580086019199305,Full,Random_19
Beef,0.75,0.18106883397010787,Full,Random_19
Beef,0.975,0.22501424381744567,Full,Random_19
Poultry,0.025,0.7508402218830845,Full,Random_19
Poultry,0.25,0.7908027566048903,Full,Random_19
Poultry,0.5,0.8113375574430697,Full,Random_19
Poultry,0.75,0.8329372461684286,Full,Random_19
Poultry,0.975,0.8759909856286027,Full,Random_19
Sheep,0.025,0.0017430942123991113,Full,Random_19
Sheep,0.25,0.014407887089206674,Full,Random_19
Sheep,0.5,0.02791533493735434,Full,Random_19
Sheep,0.75,0.04526895857721355,Full,Random_19
Sheep,0.975,0.0799944814899692,Full,Random_19
Beef,0.025,0.03738516700678433,Full,Random_20
Beef,0.25,0.11789378571599017,Full,Random_20
Beef,0.5,0.15118886268170026,Full,Random_20
Beef,0.75,0.18286264093806312,Full,Random_20
Beef,0.975,0.23727361849747935,Full,Random_20
Poultry,0.025,0.7518197564764229,Full,Random_20
Poultry,0.25,0.8044627401160017,Full,Random_20
Poultry,0.5,0.8349789269873988,Full,Random_20
Poultry,0.75,0.8673783786697877,Full,Random_20
Poultry,0.975,0.9428476247467731,Full,Random_20
Sheep,0.025,6.287484466990803e-4,Full,Random_20
Sheep,0.25,0.004305446093710338,Full,Random_20
Sheep,0.5,0.009686536264896226,Full,Random_20
Sheep,0.75,0.018830598756131724,Full,Random_20
Sheep,0.975,0.052010020840093825,Full,Random_20
